,Estimated.Data.Flag...Natural.Gas,Borough,Estimated.Data.Flag...Electricity..Grid.Purchase.,Property.Type,Multifamily.Housing.Government.Subsidized.Housing,Metered.Areas.Energy,Occupancy100,number.of.energy.meters.cat,Multifamily.Housing.Resident.Population.Type,ENERGY.STAR.Score,Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..,Year.Built,Latitude,Multifamily.Housing.Percent.That.Can.Be.Cooled,Property.GFA.Calculated.Buildings.and.Parking.ft,Electricity.Use...Grid.Purchase.and.Generated.from.Onsite.Renewable.Systems..kBtu.,Longitude,Site.EUI.kBtu.ft,Multifamily.Housing.Percent.That.Can.Be.Heated,Multifamily.Housing.Gross.Floor.Area.ft,Percent.of.Electricity.Green.Power
21932,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,55,0.8,1926,40.778617,100,32896.0,377791.3,-73.909501,86.1,100,32896,0
21933,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,71,0.7,1928,40.783245,100,51475.0,803831,-73.956517,75.9,100,51475,0
21934,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,55,0.7,2015,40.748107,100,76827.0,1492864,-73.949755,82.3,100,76827,0
21936,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,46,0,1924,40.7792,90,68019.0,1095852.9,-73.957906,83,90,68019,0
21944,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,38,0.5,1994,40.733315,100,108817.0,3314403.2,-73.989348,77.9,100,108817,0
21945,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,43,0,1922,40.85383,100,28775.0,322233.4,-73.937283,105.2,100,28775,0.00E+00
21947,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,88,0,2018,40.818796,100,142939.0,4613580.2,-73.930343,34.9,100,142939,0
21948,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,56,0.7,1961,40.746808,90,207086.0,3820334.5,-73.912226,86.4,90,207086,0
21950,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,13,0.8,1910,40.805491,100,52580.0,1238454.7,-73.950882,96.9,100,52580,0
21953,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,False,5,No specific resident population,76,0.3,2019,40.712376,90,29990.0,831920,-73.938982,56.3,100,29990,0
21954,Yes,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,90,0.5,2020,40.877142,100,128580.0,2142108.2,-73.884774,63.2,100,125490,0
21957,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.3,2020,40.833139,100,350650.0,851210.7,-73.88502,28.1,100,346798,0
21962,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,61,0.8,1931,40.871802,100,47544.0,767658.7,-73.891809,88.5,100,47544,0
21964,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,56,0.7,1914,40.624836,100,27305.0,273958,-73.956235,78.8,100,27305,0
21968,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,61,0.9,1910,40.716607,90,27350.0,933116.1,-73.985271,120.8,90,22350,0
21971,No,BRONX,No,Multifamily Housing,No,Whole Property,False,15,No specific resident population,58,1.1,1921,40.865158,100,45675.0,861769.2,-73.896469,123.7,100,45675,0
21978,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,False,5,No specific resident population,81,0.4,2007,40.664737,90,54868.0,1339789,-73.928147,67.1,100,54868,0
21982,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,94,0,1950,40.758392,90,48380.0,471221.1,-73.965185,60.7,100,48380,0
21985,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,30,0.5,2019,40.703201,0,32162.0,982648.2,-73.947387,74.1,90,32162,0
21987,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,Dedicated Senior/Independent Living,80,0.4,2016,40.85032,100,67000.0,1056459.9,-73.912534,55.7,100,67000,0
21994,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,8,1,1925,40.665261,100,32800.0,636155.8,-73.948505,114.7,100,32800,0
22000,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.2,1964,40.580062,100,624806.0,8299795.8,-73.969188,31.4,100,624806,0
22002,No,BRONX,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,91,0.6,1930,40.840215,90,47080.0,780628.4,-73.865113,68.4,100,47080,0
22003,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,41,0.9,1924,40.6043,0,28000.0,421789.7,-73.991858,99.1,90,28000,0
22005,No,BRONX,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,98,0.6,1922,40.869503,90,52623.0,617888,-73.884943,66.5,100,52623,0
22013,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,False,5,No specific resident population,11,0,2015,40.763943,100,251892.0,10865841.6,-73.970041,71,100,251892,0
22021,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,86,0.5,1932,40.59741,0,46200.0,330567.6,-73.949756,52,90,46200,0.00E+00
22022,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,3,1.7,1972,40.807677,100,38057.0,1214321.6,-73.921563,179.2,100,38057,0
22027,No,QUEENS,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,1,1.3,1957,40.784754,90,94674.0,1726954.8,-73.781766,150,90,94674,0
22028,No,QUEENS,No,Multifamily Housing,Yes,Whole Property,False,10,No specific resident population,100,0.1,2017,40.724606,100,144976.0,1376504.2,-73.869405,21.5,100,112976,0
22029,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,12,0.7,2007,40.751837,80,135093.0,4131051.7,-73.939451,95.2,90,123626,0
22030,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,2,0.7,2015,40.75198,90,42092.0,1814507.4,-73.939317,109.6,100,42092,0
22031,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,98,0.2,2009,40.665983,70,111451.0,1839996.7,-73.99238,36.6,90,111451,0
22033,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,2,1.6,1927,40.756096,100,47725.0,1100284.4,-73.936379,175.6,100,45725,0
22034,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,87,0.2,2017,40.632051,100,36938.0,953300.9,-73.970677,48.6,100,36938,0
22038,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,53,0.4,2009,40.689325,70,36093.0,1151101.7,-73.999329,72,80,36093,0
22040,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,82,0.4,1985,40.83328,100,133244.0,3128601.3,-73.94174,58.2,100,133244,0
22041,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,5,1.4,1966,40.832424,100,162486.0,3088921.5,-73.942348,149.1,100,150236,0
22048,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,75,0.6,1929,40.863152,90,64969.0,649019,-73.864339,67.1,100,64969,0
22052,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,15,0.1,1917,40.865672,90,35200.0,534788.7,-73.90307,123.7,100,35200,0
22053,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,70,0.9,1920,40.824701,100,27870.0,392976.8,-73.943092,95.9,100,27870,0
22056,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,85,0.2,2017,40.772166,100,45890.0,2217980.5,-73.915236,71.2,100,30990,0
22057,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,72,0.6,1930,40.622263,100,37941.0,553004,-73.960829,68.9,100,37941,0
22061,No,BRONX,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,52,0.6,1928,40.831574,100,45000.0,691110.2,-73.876495,78,100,45000,0
22063,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,53,0.4,2017,40.751881,90,860643.0,24084250.3,-73.998596,66.6,90,860643,0
22067,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,3,1.1,1924,40.848534,90,49796.0,1287144.6,-73.905987,132.7,90,49796,0
22069,Yes,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.1,2019,40.654751,100,74984.0,790291.9,-73.873243,22.7,100,68189,0
22070,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,11,1,1921,40.57662,100,26637.0,425567.2,-73.982595,110,100,26637,0
22071,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0,1930,40.872255,100,67248.0,1004555.9,-73.866129,19.8,100,67248,0
22074,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,78,0.3,2012,40.71877,100,246069.0,5821817.1,-73.962197,47.5,100,235058,0
22075,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,5,1.3,1972,40.667167,100,222000.0,5169770.3,-73.950338,137,100,222000,0
22078,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,98,0.4,1931,40.679158,100,30000.0,294236.7,-73.991632,42.6,100,29370,0.00E+00
22081,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,1,3.2,1931,40.661709,0,26500.0,291384,-73.962997,303.3,90,26500,0.00E+00
22085,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,15,Other dedicated housing,86,0.8,2011,40.829862,100,273638.0,6561218,-73.906374,103.3,100,230820,0
22087,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,100,0.2,1994,40.878663,90,103500.0,1362191.5,-73.827694,30.5,100,103500,0
22091,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,72,0.6,1949,40.598571,0,93040.0,674748.2,-73.972445,65.7,90,87040,0
22092,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,28,0,1920,40.850724,0,72822.0,1226330.5,-73.933361,97,100,72822,0
22095,No,BRONX,No,Multifamily Housing,No,Whole Property,True,15,No specific resident population,13,0.8,1922,40.86764,100,47350.0,1221685.7,-73.884816,107,100,47350,0
22098,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,50,0.7,1993,40.766197,100,80154.0,1489063,-73.987636,86.3,100,80154,0
22099,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,58,0.5,1989,40.78396,100,64198.0,1267705.7,-73.947283,67.5,100,64198,0
22100,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,19,0.4,1989,40.762818,100,29667.0,1334786.7,-73.991268,78.2,100,29667,0
22103,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,73,0.1,1929,40.83087,100,43000.0,649430.5,-73.914507,78.7,100,43000,0
22105,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,91,0.2,2017,40.784103,100,69924.0,1667213.4,-73.94677,47.2,100,69924,0
22108,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,55,0,1916,40.765616,100,38928.0,473157.7,-73.978192,75.6,100,38928,0
22109,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,89,0,1900,40.784827,100,49840.0,151881.8,-73.9808,66.4,100,49840,0
22111,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,98,0.1,2018,40.83451,100,37651.0,666792.8,-73.942043,29.2,100,37651,0
22115,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,26,0.4,2011,40.672312,100,33948.0,897341.7,-73.990299,68.9,100,27312,0
22116,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,60,0.8,1931,40.634577,90,42570.0,492759,-73.972452,85.2,100,42570,0
22117,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,69,0.7,1924,40.645686,90,34870.0,499269.1,-74.003744,79.2,100,34870,0
22119,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,97,0.4,2016,40.728491,100,36023.0,418727.1,-73.809025,51.2,100,27718,0
22120,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,95,0.5,2018,40.764459,100,70455.0,755682.6,-73.828871,56.7,100,49200,0
22124,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,45,0,1988,40.801811,100,76274.0,676957.5,-73.968478,91.1,100,75524,0
22132,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,75,0.4,1941,40.754379,90,41430.0,675083,-73.965379,58.4,100,41430,0
22143,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,100,0.1,2019,40.66398,100,315088.0,1727552.6,-73.89929,17,100,315088,0
22153,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,65,0.7,1950,40.633455,90,28000.0,356015.2,-74.023981,83.1,100,28000,0
22156,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,10,No specific resident population,8,0.3,2006,40.68267,0,69966.0,2585850.7,-73.966721,66.1,100,69966,0
22161,No,MANHATTAN,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,32,0.9,1940,40.816237,100,89418.0,1925283.8,-73.939288,103.7,100,89418,0
22165,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,100,0.1,1939,40.830567,90,50120.0,857528.4,-73.920669,22.4,100,49120,0
22167,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,66,0.9,1906,40.843726,90,45111.0,641143.8,-73.935985,98.5,100,45111,0
22168,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,46,0.9,1910,40.853585,90,23993.0,367451.6,-73.894372,93.5,100,23993,0
22170,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,61,0.7,1929,40.745214,90,30745.0,386884.3,-73.92492,78.2,100,30745,0
22173,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,86,0,2016,40.71972,100,47616.0,1459641,-73.984733,30.9,100,47616,0
22179,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,1,0.1,1964,40.822347,30,174671.0,3366554.9,-73.879612,194.2,100,174671,0
22183,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,47,0.8,1931,40.840009,90,25800.0,318047.6,-73.921351,90.2,100,25800,0.00E+00
22187,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,23,0,1959,40.909804,100,54635.0,877040.6,-73.896609,104,100,54635,0
22189,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,3,0.8,1995,40.723738,100,26633.0,938386,-73.985208,108.5,100,23733,0
22191,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,58,0.7,1900,40.744784,100,35508.0,656172.3,-73.977943,84,100,35508,0
22192,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,89,0.6,1955,40.752821,0,272599.0,3656193.4,-73.821501,65.5,100,272599,0
22197,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,61,0.6,2002,40.793818,100,59400.0,1126270.2,-73.944014,75.1,100,59400,0
22198,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,4,1.5,1964,40.89194,100,120534.0,2360765.2,-73.852775,157.2,100,120534,0
22199,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,49,0.6,1992,40.826957,90,78921.0,1730495.1,-73.937999,78.4,90,78921,0
22200,No,BRONX,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,8,0.9,1912,40.850316,90,27820.0,540592.8,-73.904097,106,100,27820,0
22201,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,85,0.5,2009,40.721419,90,34660.0,572633.6,-73.947462,61.7,100,32212,0
22202,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,24,0.9,1930,40.645798,100,64268.0,844267.3,-73.963352,95,100,64268,0
22206,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,25,No specific resident population,19,0.2,1970,40.758419,100,317260.0,10456899.7,-73.829381,56.3,100,317260,0
22207,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,96,0,1912,40.779198,100,162284.0,1597628.7,-73.984907,54.6,100,162284,0
22208,No,BRONX,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,59,0.4,2004,40.875161,100,44296.0,1200001.4,-73.910426,60.7,100,44296,0
22209,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,65,0.9,1921,40.606202,60,32000.0,376554.5,-73.997746,91.4,100,32000,0
22211,No,QUEENS,No,Multifamily Housing,No,Whole Property,True,10,No specific resident population,40,0.6,2004,40.767023,100,30500.0,466649.3,-73.908012,70.6,100,27500,0
22212,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,30,0,1939,40.853846,90,65418.0,1026658.9,-73.865783,107.9,90,65418,0
22214,No,BROOKLYN,No,Multifamily Housing,Yes,Whole Property,True,5,No specific resident population,76,0.4,2018,40.677658,90,81643.0,1888895.5,-73.952793,62.9,90,81643,0
22215,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,False,5,No specific resident population,74,0.4,1900,40.689111,50,29054.0,684901.7,-73.966026,59.2,70,29054,0
22218,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,Dedicated Senior/Independent Living,43,0.8,1995,40.849669,100,96075.0,1597328.5,-73.904312,94.9,100,96075,0
22224,No,MANHATTAN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,48,0.5,2006,40.809368,100,81213.0,1757935.4,-73.953007,67.5,100,70212,0
22225,No,BROOKLYN,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,72,0.4,2007,40.716005,100,103921.0,1948635.2,-73.93922,59.7,100,103921,0
22227,No,BRONX,No,Multifamily Housing,Yes,Whole Property,True,10,No specific resident population,38,0,1927,40.882762,90,106550.0,1128447.3,-73.878913,108.4,90,106550,0
22229,No,BRONX,No,Multifamily Housing,No,Whole Property,True,5,No specific resident population,53,0.6,2013,40.849339,100,66368.0,1393323.3,-73.921803,79.1,100,66368,0
