,Borough,number.of.energy.meters.cat,multifamily_pop_type,Metered.Areas.Energy,Property.Type,estimated_gas_usage,Occupancy100,estimated_electricity_usage,subsidized_housing,multifamily_cooled_area,energy_score,building_age,multifamily_heated_area,Latitude,green_electricity_percent,Longitude,energy_use,property_gfa,multifamily_gfa
0,MANHATTAN,5,,Whole Property,Adult Education,No,True,No,,,,129.0,,40.765894,0.0,-73.980896,150.4,33497.0,
1,QUEENS,5,,Whole Property,Adult Education,No,True,No,,,,29.0,,40.751163,0.0,-73.951976,31.9,213108.0,
2,MANHATTAN,5,No specific resident population,Whole Property,Adult Education,No,True,No,No,90.0,,95.0,100.0,40.730806,0.0,-73.987364,69.9,41759.0,15689.0
3,BROOKLYN,5,,Whole Property,Adult Education,No,True,No,,,,18.0,,40.623206,0.0,-73.989672,68.8,81000.0,
4,QUEENS,10,,Whole Property,Adult Education,No,True,No,,,,99.0,,40.76033,0.0,-73.829831,66.9,90950.0,
5,BROOKLYN,5,,Whole Property,Adult Education,No,True,No,,,,26.0,,40.635675,0.0,-73.972639,69.6,45100.0,
6,MANHATTAN,5,,Whole Property,Adult Education,,True,No,,,,0.0,,40.765895,0.0,-73.988813,36.2,35000.0,
7,QUEENS,5,,Whole Property,Adult Education,No,True,No,,,,72.0,,40.750828,0.0,-73.941343,109.2,74105.0,
8,QUEENS,5,,Whole Property,Adult Education,No,True,No,,,,72.0,,40.742213,0.0,-73.928164,72.1,42800.0,
9,MANHATTAN,5,,Whole Property,Adult Education,No,True,No,,,,82.0,,40.764091,0.0,-73.970684,133.6,48562.0,
10,BROOKLYN,5,,Whole Property,Adult Education,No,False,No,,,,93.0,,40.608445,0.0,-73.959033,58.0,29671.0,
11,QUEENS,5,,Whole Property,Adult Education,No,True,No,,,,83.0,,40.701962,0.0,-73.756553,56.5,44892.0,
12,BRONX,10,,Whole Property,Adult Education,No,True,No,,,,20.0,,40.832117,0.0,-73.82749,80.0,38500.0,
13,BROOKLYN,5,,Whole Property,Ambulatory Surgical Center,No,True,No,,,,13.0,,40.630245,0.0,-73.971016,71.5,29712.0,
14,MANHATTAN,5,,Whole Property,Ambulatory Surgical Center,,True,No,,,,51.0,,40.747681,0.0,-73.974975,282.8,534472.0,
15,BROOKLYN,5,,Whole Property,Ambulatory Surgical Center,No,True,No,,,,101.0,,40.635939,0.0,-74.022991,154.0,51930.0,
16,BROOKLYN,5,No specific resident population,Whole Property,Ambulatory Surgical Center,No,True,No,No,100.0,,54.0,100.0,40.668213,0.0,-73.979031,47.1,89214.0,21163.0
17,MANHATTAN,5,,Whole Property,Ambulatory Surgical Center,No,True,No,,,,6.0,,40.760097,0.0,-73.958687,269.6,186947.0,
18,,5,,Whole Property,Ambulatory Surgical Center,No,True,No,,,,92.0,,,0.0,,196.9,114924.0,
19,MANHATTAN,5,,Whole Property,Ambulatory Surgical Center,,True,,,,,16.0,,40.739173,,-73.976862,43.1,210000.0,
20,MANHATTAN,10,,Whole Property,Ambulatory Surgical Center,No,True,No,,,,92.0,,40.73765,0.0,-73.977995,207.4,305980.0,
21,BROOKLYN,5,,Whole Property,Ambulatory Surgical Center,,True,No,,,,0.0,,40.668177,0.0,-73.978995,49.7,469071.0,
22,MANHATTAN,5,,Whole Property,Ambulatory Surgical Center,,True,No,,,,44.0,,40.737856,0.0,-73.978746,213.7,191056.0,
23,BROOKLYN,5,,,Aquarium,,True,,,,,3.0,,40.575205,,-73.97594,,57500.0,
24,BROOKLYN,5,,,Aquarium,,True,,,,,7.0,,40.575343,,-73.977059,,4900.0,
25,BROOKLYN,5,,,Aquarium,,True,,,,,37.0,,40.574835,,-73.967819,,1790.0,
26,BROOKLYN,10,,Whole Property,Aquarium,Yes,True,Yes,,,,101.0,,40.575205,0.0,-73.97594,306.4,196505.0,
27,BROOKLYN,5,,,Aquarium,,True,,,,,13.0,,40.575178,,-73.97576,,400.0,
28,BROOKLYN,5,,,Aquarium,,True,,,,,101.0,,40.57534,,-73.977045,,21037.0,
29,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,20.0,,40.759541,0.0,-73.794172,43.4,30076.0,
30,BROOKLYN,5,,Whole Property,Automobile Dealership,No,True,No,,,,5.0,,40.601267,0.0,-73.913148,21.2,147187.0,
31,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,22.0,,40.760176,0.0,-73.794225,58.5,44200.0,
32,BROOKLYN,5,,Whole Property,Automobile Dealership,No,True,No,,,,90.0,,40.6365,0.0,-74.01928,117.3,34746.0,
33,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,67.0,,40.754,0.0,-73.900139,74.0,72460.0,
34,BROOKLYN,5,,Whole Property,Automobile Dealership,No,False,No,,,,101.0,,40.682825,0.0,-74.006497,110.5,68932.0,
35,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,45.0,,40.770055,0.0,-73.875497,24.4,143934.0,
36,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,55.0,,40.766768,0.0,-73.881738,56.1,47245.0,
37,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,32.0,,40.770496,0.0,-73.842932,43.7,66728.0,
38,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,23.0,,40.666335,0.0,-73.785571,117.7,59000.0,
39,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,61.0,,40.753178,0.0,-73.911838,48.7,60485.0,
40,MANHATTAN,5,,Whole Property,Automobile Dealership,No,True,No,,,,96.0,,40.82798,0.0,-73.936549,57.1,35522.0,
41,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,99.0,,40.707108,0.0,-73.78786,80.8,25942.0,
42,BROOKLYN,5,,Whole Property,Automobile Dealership,No,True,No,,,,90.0,,40.635836,0.0,-74.016358,43.4,35350.0,
43,MANHATTAN,5,,Whole Property,Automobile Dealership,No,True,No,,,,54.0,,40.76943,0.0,-73.992032,55.7,243960.0,
44,MANHATTAN,5,,Whole Property,Automobile Dealership,No,True,No,,,,81.0,,40.764098,0.0,-73.995946,49.3,75000.0,
45,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,50.0,,40.752539,0.0,-73.923782,132.6,37610.0,
46,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,71.0,,40.754,0.0,-73.900139,76.6,70000.0,
47,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,90.0,,40.752064,0.0,-73.927591,123.7,30000.0,
48,MANHATTAN,5,,Whole Property,Automobile Dealership,No,True,No,,,,17.0,,40.80422,0.0,-73.932566,50.4,137456.0,
49,MANHATTAN,5,,Whole Property,Automobile Dealership,No,True,No,,,,17.0,,40.804876,0.0,-73.933428,19.8,91256.0,
50,BROOKLYN,5,,Whole Property,Automobile Dealership,No,True,No,,,,71.0,,40.63507,0.0,-73.930319,142.0,34840.0,
51,BROOKLYN,5,,Whole Property,Automobile Dealership,No,True,No,,,,41.0,,40.59208,0.0,-73.995218,73.5,38000.0,
52,QUEENS,5,,Whole Property,Automobile Dealership,No,True,No,,,,55.0,,40.759937,0.0,-73.77091,68.0,36581.0,
53,QUEENS,5,,Whole Property,Bank Branch,No,True,No,,,92.0,30.0,,40.755585,0.0,-73.828345,52.2,58020.0,
54,,10,,Whole Property,Bank Branch,No,True,No,,,96.0,111.0,,,0.0,,24.0,29741.0,
55,BROOKLYN,5,,Whole Property,Bank Branch,No,True,No,,,61.0,117.0,,40.694161,0.0,-73.99198,110.4,31059.0,
56,MANHATTAN,5,,Whole Property,Bank Branch,No,True,No,,,64.0,7.0,,40.867783,0.0,-73.920931,56.0,30189.0,
57,BRONX,5,,Whole Property,Bank Branch,No,False,No,,,43.0,18.0,,40.834323,0.0,-73.850391,94.8,29819.0,
58,MANHATTAN,5,,Whole Property,Bank Branch,,True,No,,,82.0,96.0,,40.779346,0.0,-73.981921,48.6,31332.0,
59,MANHATTAN,5,,Whole Property,Bank Branch,,True,No,,,100.0,80.0,,40.849885,0.0,-73.936058,5.3,35910.0,
60,,5,,Whole Property,Bank Branch,No,True,No,,,,21.0,,,0.0,,13.3,45000.0,
61,QUEENS,5,,Whole Property,Bank Branch,No,True,No,,,46.0,70.0,,40.764548,0.0,-73.916404,85.9,44536.0,
62,MANHATTAN,5,,Whole Property,Bank Branch,No,True,No,,,55.0,98.0,,40.718128,0.0,-73.994993,91.4,48911.0,
63,MANHATTAN,5,,Whole Property,Bar/Nightclub,No,True,No,,,,104.0,,40.764231,0.0,-73.982965,98.5,28400.0,
64,STATEN IS,5,,Whole Property,Bowling Alley,No,True,No,,,,42.0,,40.589514,0.0,-74.089443,84.4,44712.0,
65,BRONX,5,,Whole Property,Bowling Alley,No,True,No,,,,60.0,,40.885882,0.0,-73.822811,81.3,30360.0,
66,QUEENS,5,,Whole Property,Bowling Alley,No,True,No,,,,61.0,,40.770716,0.0,-73.833721,56.8,40146.0,
67,STATEN IS,5,,Whole Property,Bowling Alley,No,True,No,,,,121.0,,40.588784,0.0,-74.192574,38.8,79897.0,
68,QUEENS,5,,Whole Property,Bowling Alley,No,True,No,,,,61.0,,40.680119,0.0,-73.840675,85.2,59000.0,
69,QUEENS,5,,Whole Property,Bowling Alley,No,True,No,,,,62.0,,40.752482,0.0,-73.896857,94.8,34500.0,
70,BRONX,5,,Whole Property,Bowling Alley,No,True,No,,,,71.0,,40.872825,0.0,-73.852091,44.6,36263.0,
71,MANHATTAN,5,,Whole Property,College/University,,False,No,,,,4.0,,40.756552,37.92695,-73.955881,49.4,154522.0,
72,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,89.0,,40.735044,0.0,-73.994328,20.0,60417.0,
73,MANHATTAN,5,,Another configuration,College/University,No,True,No,,,,11.0,,40.730071,0.0,-73.994274,78.8,73459.0,
74,BRONX,5,,,College/University,,True,,,,,67.0,,40.855989,,-73.910285,,53376.0,
75,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,89.0,,40.735511,0.0,-73.994605,39.1,106852.0,
76,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,101.0,,40.690027,0.0,-73.963162,116.9,74532.0,
77,STATEN IS,10,,Whole Property,College/University,No,True,No,,,,86.0,,40.622406,0.0,-74.088569,77.1,176327.0,
78,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,134.0,,40.691109,0.0,-73.964499,111.9,52880.0,
79,MANHATTAN,15,,Whole Property,College/University,Yes,True,Yes,,,,39.0,,40.819196,0.0,-73.950221,383.6,885656.0,
80,QUEENS,25,,Whole Property,College/University,Yes,True,Yes,,,,111.0,,40.75349,0.0,-73.757957,171.2,953489.0,
81,QUEENS,5,,,College/University,,True,,,,,61.0,,40.737676,,-73.814805,,7706.0,
82,BRONX,5,,,College/University,,True,,,,,101.0,,40.856647,,-73.909934,,10397.0,
83,QUEENS,5,,Whole Property,College/University,No,True,No,,,,81.0,,40.767176,0.0,-73.883614,218.7,52836.0,
84,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,83.0,,40.694032,0.0,-73.987205,199.5,342325.0,
85,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,22.0,,40.807047,0.0,-73.964589,155.9,250586.0,
86,MANHATTAN,10,,Another configuration,College/University,No,True,No,,,,55.0,,40.728413,0.0,-73.995414,7116.9,178324.0,
87,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,93.0,,40.727608,0.0,-73.9884,81.6,57651.0,
88,QUEENS,5,,,College/University,,True,,,,,61.0,,40.737742,,-73.814819,,49040.0,
89,BRONX,5,,,College/University,,True,,,,,35.0,,40.820042,,-73.930548,,8837.0,
90,BROOKLYN,10,,Whole Property,College/University,No,True,No,,,,83.0,,40.694032,0.0,-73.987205,161.2,429126.0,
91,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,11.0,,40.730741,0.0,-73.999874,20.3,55439.0,
92,BROOKLYN,5,,Whole Property,College/University,,True,Yes,,,,66.0,,40.670254,0.0,-73.955891,44.6,10039.0,
93,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,34.0,,40.808221,0.0,-73.960048,106.7,62004.0,
94,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,14.0,,40.850763,100.0,-73.92975,112.9,59675.0,
95,BROOKLYN,25,,Whole Property,College/University,Yes,True,Yes,,,,115.0,,40.666736,0.0,-73.956506,88.1,696861.0,
96,MANHATTAN,10,,Whole Property,College/University,,True,No,,,,44.0,,40.807913,0.0,-73.960268,186.6,105370.0,
97,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.821078,,-73.948825,,334918.0,
98,,5,,Another configuration,College/University,,True,No,,,,131.0,,,0.0,,31.5,41701.0,
99,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,88.0,35.0,,40.692063,0.0,-73.960669,54.9,29259.0,
100,BRONX,5,,,College/University,,True,,,,,126.0,,40.856382,,-73.91442,,12121.0,
101,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,155915.0,
102,BROOKLYN,5,,,College/University,Yes,True,No,,,,115.0,,40.667253,0.0,-73.952195,96.3,165742.0,
103,,,,Whole Property,College/University,No,True,No,,100.0,,111.0,100.0,,0.0,,478.7,6895156.0,42352.0
104,BRONX,5,,Whole Property,College/University,,False,Yes,,,,54.0,,40.856219,0.0,-73.913386,58.2,241234.0,
105,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,71.0,,40.808578,0.0,-73.963465,65.7,22693.0,
106,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.809086,,-73.963121,,100000.0,
107,MANHATTAN,15,,Whole Property,College/University,No,True,No,,,,72.0,,40.817051,0.0,-73.960772,99.0,656199.0,
108,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,124.0,,40.808846,0.0,-73.959596,231.8,90679.0,
109,BROOKLYN,5,,,College/University,,True,,,,,44.0,,40.578497,,-73.9349,,33652.0,
110,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,98.0,,40.734773,0.0,-73.994523,69.8,121054.0,
111,BRONX,5,,,College/University,,True,,,,,41.0,,40.871861,,-73.893559,,141019.0,
112,BRONX,5,,,College/University,Yes,True,,,,,9.0,,40.873178,,-73.895954,31.3,11781.0,
113,BRONX,5,,Whole Property,College/University,Yes,True,Yes,,,,56.0,,40.817483,0.0,-73.928943,172.8,13178.0,
114,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,121.0,,40.806603,0.0,-73.966587,142.1,54203.0,
115,BROOKLYN,5,,,College/University,,True,,,,,99.0,,40.695599,,-73.988799,,136003.0,
116,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,64430.0,
117,QUEENS,5,,Whole Property,College/University,No,True,No,,,,16.0,,40.719281,0.0,-73.81136,63.8,39894.0,
118,MANHATTAN,5,,,College/University,,True,,,,,23.0,,40.84002,,-73.938713,,34891.0,
119,MANHATTAN,10,,Whole Property,College/University,No,True,No,,,,60.0,,40.771381,0.0,-73.984078,79.5,1147386.0,
120,BRONX,5,,,College/University,,False,,,,,162.0,,40.858142,,-73.915831,,13531.0,
121,QUEENS,5,,,College/University,Yes,True,Yes,,,,43.0,,40.753507,0.0,-73.757895,16.2,75200.0,
122,BROOKLYN,5,,Whole Property,College/University,,True,No,,,,106.0,,40.692676,0.0,-73.988161,36.5,27275.0,
123,BROOKLYN,5,,,College/University,,True,,,,,58.0,,40.632377,,-73.950559,,109417.0,
124,QUEENS,5,,,College/University,,True,,,,,114.0,,40.737654,,-73.814801,,12909.0,
125,MANHATTAN,10,,,College/University,Yes,True,Yes,,,,7.0,,40.814664,0.0,-73.950525,710.5,194600.0,
126,MANHATTAN,5,,,College/University,,True,,,,,127.0,,40.72984,,-73.995418,,123395.0,
127,MANHATTAN,5,,,College/University,,True,,,,,90.0,,40.816438,,-73.952767,,61180.0,
128,BRONX,5,,,College/University,,True,,,,,63.0,,40.860733,,-73.889535,,127966.0,
129,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,7.0,,40.690927,0.0,-73.969407,68.8,58524.0,
130,QUEENS,5,,Whole Property,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,173891.0,
131,QUEENS,5,,,College/University,,True,,,,,54.0,,40.752321,,-73.75952,,5215.0,
132,MANHATTAN,5,,,College/University,Yes,True,No,,,,131.0,,40.767001,0.0,-73.963953,43.4,31561.0,
133,QUEENS,5,,,College/University,,True,,,,,51.0,,40.752346,,-73.759502,,42185.0,
134,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,166605.0,
135,BROOKLYN,20,,Whole Property,College/University,No,True,Yes,,,,50.0,,40.631691,0.0,-73.952656,442.4,276236.0,
136,MANHATTAN,5,,,College/University,,False,,,,,114.0,,40.820932,,-73.948955,,63355.0,
137,,5,,Another configuration,College/University,No,True,No,,,,121.0,,,0.0,,16.3,15415.0,
138,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,121.0,,40.690933,0.0,-73.964485,127.9,56839.0,
139,BROOKLYN,5,,,College/University,No,True,,,,,45.0,,40.578497,,-73.9349,9.0,79638.0,
140,MANHATTAN,5,,,College/University,,True,,,,,43.0,,40.817802,,-73.951834,,67720.0,
141,MANHATTAN,5,,Whole Property,College/University,No,False,No,,,,107.0,,40.72846,0.0,-73.992651,16.1,150669.0,
142,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,94.0,,40.809818,0.0,-73.960376,636.1,149085.0,
143,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,110.0,,40.807233,0.0,-73.960767,49.1,64447.0,
144,BRONX,10,,,College/University,No,True,Yes,,,,27.0,,40.817315,0.0,-73.927859,45.2,268109.0,
145,BRONX,5,,,College/University,Yes,True,,,,,42.0,,40.856084,,-73.912523,4418.8,20418.0,
146,BRONX,5,,Whole Property,College/University,No,False,No,,,,91.0,,40.89744,0.0,-73.910898,109.4,40888.0,
147,MANHATTAN,5,,,College/University,,True,Yes,,,,109.0,,40.817399,0.0,-73.952127,1284.7,4704.0,
148,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.821976,,-73.949981,,137929.0,
149,QUEENS,5,,,College/University,,True,,,,,51.0,,40.75355,,-73.757754,,164624.0,
150,BROOKLYN,5,,,College/University,,True,,,,,12.0,,40.631455,,-73.952609,,145298.0,
151,BRONX,5,,,College/University,,True,,,,,61.0,,40.858178,,-73.915824,,122354.0,
152,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,12.0,,40.718175,0.0,-74.007114,78.8,235000.0,
153,BRONX,5,,,College/University,,True,,,,,6.0,,40.858987,,-73.91146,,5981.0,
154,QUEENS,5,,,College/University,,True,,,,,64.0,,40.725601,,-73.791694,,84605.0,
155,BRONX,5,,,College/University,,True,,,,,48.0,,40.874711,,-73.894751,,26274.0,
156,BROOKLYN,5,,Whole Property,College/University,,True,No,,,,34.0,,40.666269,0.0,-73.956676,42.0,144058.0,
157,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,100.0,,40.632013,0.0,-73.9856,81.6,28220.0,
158,QUEENS,5,,,College/University,,True,,,,,13.0,,40.752286,,-73.759625,,1307.0,
159,QUEENS,5,,,College/University,,True,,,,,45.0,,40.752321,,-73.759524,,26441.0,
160,MANHATTAN,10,,Whole Property,College/University,,True,No,,,,71.0,,40.810027,0.0,-73.962413,881.1,18652.0,
161,BRONX,5,,Whole Property,College/University,Yes,True,No,,,,40.0,,40.869774,0.0,-73.89563,66.8,24293.0,
162,MANHATTAN,10,,Whole Property,College/University,No,True,No,,,,125.0,,40.729376,0.0,-73.993423,132.2,349011.0,
163,MANHATTAN,10,,Whole Property,College/University,Yes,True,Yes,,,,38.0,,40.716838,0.0,-74.012117,92.8,723777.0,
164,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,141.0,,40.688353,0.0,-73.964511,58.7,138349.0,
165,BRONX,5,,,College/University,,True,Yes,,,,68.0,,40.85897,,-73.910733,,33695.0,
166,BROOKLYN,5,,,College/University,,True,,,,,37.0,,40.695547,,-73.98714,,108293.0,
167,BRONX,5,,Whole Property,College/University,No,True,No,,,,96.0,,40.864121,0.0,-73.900028,61.7,80684.0,
168,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,124.0,,40.808963,0.0,-73.963186,211.0,126673.0,
169,MANHATTAN,5,,,College/University,,True,,,,,45.0,,40.74727,,-73.995326,,204338.0,
170,MANHATTAN,5,,Whole Property,College/University,,True,,,,,50.0,,40.728745,,-73.993985,,91483.0,
171,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,100.0,,40.769921,0.0,-73.982559,75.0,113100.0,
172,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,116.0,,40.807753,0.0,-73.965409,81.7,34271.0,
173,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,4.0,,40.816487,0.0,-73.958208,372.4,517876.0,
174,MANHATTAN,5,,Another configuration,College/University,No,True,No,,,,50.0,,40.729201,,-73.994155,0.0,113715.0,
175,BROOKLYN,5,,,College/University,,True,,,,,30.0,,40.578092,,-73.933165,,204184.0,
176,BRONX,5,,,College/University,,True,,,,,56.0,,40.856131,,-73.912826,,40411.0,
177,BROOKLYN,5,,,College/University,,True,,,,,68.0,,40.63164,,-73.948142,,126224.0,
178,BRONX,5,,,College/University,,True,,,,,103.0,,40.856382,,-73.91442,,6572.0,
179,BRONX,5,,,College/University,,True,,,,,60.0,,40.856332,,-73.91412,,13700.0,
180,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,131.0,,40.730625,0.0,-73.998784,32.1,61405.0,
181,MANHATTAN,5,,,College/University,,False,,,,,7.0,,40.814664,,-73.950525,,207729.0,
182,QUEENS,5,,,College/University,,True,,,,,54.0,,40.733896,,-73.816226,,7872.0,
183,,5,,Another configuration,College/University,,True,No,,,,116.0,,,0.0,,55.7,96565.0,
184,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,101.0,,40.690074,0.0,-73.962747,109.2,114000.0,
185,BROOKLYN,5,,,College/University,,True,,,,,49.0,,40.578127,,-73.932232,,25135.0,
186,BRONX,15,,Whole Property,College/University,No,True,Yes,,,,180.0,,40.860733,0.0,-73.889535,113.4,2336504.0,
187,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,97.0,,40.808386,0.0,-73.963606,283.9,59863.0,
188,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,133.0,,40.691674,0.0,-73.963673,131.0,11729.0,
189,BROOKLYN,5,,,College/University,,True,,,,,84.0,,40.630607,,-73.952448,,143123.0,
190,MANHATTAN,5,,,College/University,,True,,,,,71.0,,40.737878,,-73.97688,,198610.0,
191,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,66.0,,40.689808,0.0,-73.965052,89.9,24058.0,
192,BRONX,5,,,College/University,,True,,,,,49.0,,40.872618,,-73.896392,,8293.0,
193,QUEENS,5,,Whole Property,College/University,No,True,No,,,,52.0,,40.739047,0.0,-73.794427,74.3,42000.0,
194,MANHATTAN,10,,,College/University,,True,Yes,,,,62.0,,40.747127,0.0,-73.994991,143.4,293332.0,
195,,5,,Another configuration,College/University,,True,No,,,,49.0,,,0.0,,71.0,12001.0,
196,BRONX,15,,Whole Property,College/University,No,True,No,,,,173.0,,40.91086,0.0,-73.90303,196.6,183559.0,
197,MANHATTAN,5,,,College/University,Yes,True,Yes,,,,114.0,,40.767129,0.0,-73.968152,91.4,19665.0,
198,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,46.0,,40.690189,0.0,-73.961745,146.3,114452.0,
199,MANHATTAN,5,,,College/University,,True,,,,,121.0,,40.730472,,-73.995089,,28641.0,
200,MANHATTAN,5,,Whole Property,College/University,,True,No,,,,110.0,,40.746905,98.56092,-73.979342,140.7,32771.0,
201,QUEENS,10,,Whole Property,College/University,Yes,True,Yes,,,,54.0,,40.753501,0.0,-73.757913,444.6,12850.0,
202,BRONX,5,,,College/University,,True,,,,,61.0,,40.858178,,-73.915824,,31169.0,
203,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,121.0,,40.729519,0.0,-73.994801,86.2,31060.0,
204,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,11.0,,40.693787,0.0,-73.962666,89.2,15479.0,
205,BROOKLYN,10,,Whole Property,College/University,No,True,No,,,,11.0,,40.666736,0.0,-73.956506,146.3,189156.0,
206,QUEENS,5,,,College/University,,True,,,,,45.0,,40.753485,,-73.757975,,20644.0,
207,QUEENS,5,,Whole Property,College/University,Yes,True,Yes,,,,19.0,,40.723221,0.0,-73.817695,72.1,83794.0,
208,,5,,,College/University,,True,,,,,79.0,,,,,,19093.0,
209,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.821114,,-73.950606,,119028.0,
210,QUEENS,5,,,College/University,,False,,,,,51.0,,40.735683,,-73.814713,,55345.0,
211,BRONX,5,,,College/University,,True,,,,,127.0,,40.858855,,-73.9151,,20936.0,
212,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,112.0,,40.776218,0.0,-73.963984,43.1,60099.0,
213,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,52.0,,40.849728,100.0,-73.92974,85.7,253942.0,
214,BRONX,5,,Whole Property,College/University,Yes,True,No,,,,31.0,,40.817954,0.0,-73.927599,83.7,193554.0,
215,BROOKLYN,5,,Whole Property,College/University,No,True,No,,,,121.0,,40.691905,0.0,-73.962764,105.2,36439.0,
216,QUEENS,5,,,College/University,,True,,,,,45.0,,40.753485,,-73.757975,,26441.0,
217,BRONX,5,,,College/University,,True,,,,,99.0,,40.889155,,-73.902045,,25244.0,
218,,5,,Another configuration,College/University,No,True,No,,,,111.0,,,0.0,,27.1,23726.0,
219,QUEENS,5,,,College/University,,True,,,,,58.0,,40.752338,,-73.759509,,30549.0,
220,,5,,Whole Property,College/University,,True,No,,,,111.0,,,0.0,,143.0,111632.0,
221,MANHATTAN,10,,Whole Property,College/University,,True,No,,,,71.0,,40.809118,0.0,-73.959393,99.9,131923.0,
222,BRONX,5,,,College/University,,True,,,,,87.0,,40.873875,,-73.895407,,121862.0,
223,MANHATTAN,5,,,College/University,,True,,,,,114.0,,40.815458,,-73.952908,,28582.0,
224,MANHATTAN,5,,Whole Property,College/University,,True,,,,,47.0,,40.810228,,-73.961777,21.7,258175.0,
225,BRONX,5,,Whole Property,College/University,No,True,No,,,,26.0,,40.819014,0.0,-73.929082,55.6,43078.0,
226,BROOKLYN,5,,,College/University,,True,,,,,20.0,,40.630794,,-73.952484,,54888.0,
227,MANHATTAN,20,,Whole Property,College/University,Yes,True,Yes,,,,62.0,,40.747127,0.0,-73.994991,144.3,1098574.0,
228,BROOKLYN,5,,,College/University,,True,,,,,68.0,,40.632388,,-73.950616,,81738.0,
229,BROOKLYN,5,,,College/University,,True,,,,,51.0,,40.578119,,-73.932585,,52460.0,
230,BRONX,5,,,College/University,,True,,,,,60.0,,40.857624,,-73.91594,,6967.0,
231,BRONX,10,,,College/University,Yes,True,Yes,,,,85.0,,40.856167,0.0,-73.913039,666.9,31075.0,
232,MANHATTAN,5,,Another configuration,College/University,,True,No,,,,49.0,,40.729267,0.0,-73.996006,91.5,497173.0,
233,BRONX,15,,Whole Property,College/University,No,True,No,,,,137.0,,40.912853,0.0,-73.902498,68.1,515799.0,
234,BRONX,5,,Whole Property,College/University,,True,No,,,,65.0,,40.911668,0.0,-73.906581,9.2,131979.0,
235,QUEENS,5,,,College/University,No,True,Yes,,,,47.0,,40.701022,0.0,-73.798108,39.9,39004.0,
236,BRONX,5,,,College/University,,True,,,,,87.0,,40.871842,,-73.893573,,123767.0,
237,MANHATTAN,5,,,College/University,Yes,True,Yes,,,,10.0,,40.799799,0.0,-73.938663,79.1,146922.0,
238,MANHATTAN,5,,Whole Property,College/University,No,True,No,,,,16.0,,40.737907,0.0,-73.998163,62.6,96382.0,
