,Borough,number.of.energy.meters.cat,multifamily_pop_type,Metered.Areas.Energy,Property.Type,estimated_gas_usage,Occupancy100,estimated_electricity_usage,subsidized_housing,multifamily_cooled_area,energy_score,building_age,multifamily_heated_area,Latitude,green_electricity_percent,Longitude,energy_use,property_gfa,multifamily_gfa
22788,QUEENS,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,28.0,93.0,100.0,40.761367,0.0,-73.810198,96.3,32464.0,32464.0
22789,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,,18.0,90.0,40.701134,0.0,-73.952484,56.2,26256.0,26256.0
22790,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,71.0,83.0,100.0,40.662865,0.0,-73.942408,80.5,55188.0,55188.0
22791,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,99.0,95.0,100.0,40.776993,0.0,-73.977827,27.8,122945.0,122945.0
22792,BRONX,5,No specific resident population,,Multifamily Housing,,True,,,0.0,,3.0,0.0,40.821802,,-73.892858,,73422.0,73422.0
22793,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,No,100.0,86.0,90.0,100.0,40.687118,0.0,-73.949336,75.0,31065.0,31065.0
22794,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,2.0,47.0,100.0,40.67934,0.0,-73.930435,106.3,318375.0,277200.0
22795,MANHATTAN,,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,54.0,70.0,100.0,40.858346,0.0,-73.932851,96.2,316007.0,316007.0
22796,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,2.0,100.0,40.763586,0.0,-73.819552,41.3,32170.0,32170.0
22797,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,,No,100.0,88.0,68.0,100.0,40.757859,,-73.725534,81.4,255704.0,255704.0
22798,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,31.0,44.0,100.0,40.776626,0.0,-73.982135,79.4,244701.0,233601.0
22799,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,45.0,96.0,0.0,40.835701,0.0,-73.886588,78.9,42018.0,42018.0
22800,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,1.0,58.0,100.0,40.823046,0.0,-73.919861,226.9,876498.0,876498.0
22801,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,100.0,94.0,100.0,40.870488,0.0,-73.902134,22.6,27927.0,27927.0
22802,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,100.0,9.0,100.0,40.614149,0.0,-73.946441,24.5,42853.0,35286.0
22803,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,14.0,6.0,100.0,40.819305,0.0,-73.943339,64.4,76358.0,76358.0
22804,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,82.0,69.0,100.0,40.735349,0.0,-73.996164,61.4,74163.0,74163.0
22805,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,28.0,94.0,100.0,40.698736,0.0,-73.908304,94.9,36390.0,36390.0
22806,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,48.0,90.0,100.0,40.619517,0.0,-73.992457,75.4,31392.0,31392.0
22807,BROOKLYN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,40.0,90.0,90.0,40.661709,0.0,-73.962997,106.7,86550.0,86550.0
22808,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,100.0,69.0,111.0,100.0,40.712285,0.0,-73.964001,59.7,80652.0,66720.0
22809,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,6.0,108.0,0.0,40.820984,0.0,-73.895736,130.8,23000.0,23000.0
22810,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,69.0,12.0,100.0,40.666104,0.0,-73.990444,47.4,39228.0,39228.0
22811,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,65.0,3.0,100.0,40.806603,0.0,-73.944827,77.9,34124.0,34124.0
22812,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,No,90.0,56.0,91.0,100.0,40.77049,0.0,-73.906249,73.1,26100.0,26100.0
22813,BROOKLYN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,90.0,68.0,89.0,100.0,40.663102,0.0,-73.951419,88.8,47909.0,47909.0
22814,MANHATTAN,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,,91.0,100.0,40.771594,0.0,-73.965009,27.7,29802.0,29802.0
22815,MANHATTAN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,89.0,2.0,0.0,40.813098,0.0,-73.952169,59.4,51804.0,51804.0
22816,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,,40.0,0.0,40.823408,,-73.89291,,195777.0,195777.0
22817,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,64.0,30.0,100.0,40.728446,0.0,-73.989234,65.3,59125.0,59125.0
22818,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,14.0,89.0,90.0,40.847819,0.0,-73.923019,110.5,150722.0,150722.0
22819,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,6.0,98.0,90.0,40.855424,0.0,-73.901227,142.2,48220.0,48220.0
22820,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,False,No,,100.0,100.0,64.0,100.0,40.887543,0.0,-73.864,17.4,35040.0,35040.0
22821,BROOKLYN,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,56.0,14.0,100.0,40.677297,0.0,-73.974215,53.7,39019.0,39019.0
22822,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,95.0,100.0,40.75417,0.0,-73.994167,40.0,75000.0,68300.0
22823,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,81.0,98.0,100.0,40.867556,0.0,-73.892138,77.2,56000.0,56000.0
22824,MANHATTAN,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,94.0,91.0,100.0,40.761238,0.0,-73.965815,55.3,25400.0,25400.0
22825,BROOKLYN,5,,,Multifamily Housing,,True,,,100.0,,46.0,100.0,40.651296,,-73.882108,,166775.0,166775.0
22826,BRONX,15,,Whole Property,Multifamily Housing,No,True,No,,90.0,,71.0,100.0,40.868459,0.0,-73.900944,80.3,214000.0,201367.0
22827,QUEENS,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,69.0,57.0,100.0,40.75025,0.0,-73.895406,79.9,207418.0,207418.0
22828,BROOKLYN,5,,Whole Property,Multifamily Housing,No,False,No,Yes,100.0,88.0,95.0,100.0,40.646307,0.0,-73.9603,71.7,41868.0,41868.0
22829,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,65.0,48.0,100.0,40.786718,0.0,-73.941138,49.4,1004773.0,1004773.0
22830,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,20.0,85.0,90.0,40.849458,0.0,-73.9081,110.0,52800.0,52800.0
22831,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,97.0,89.0,100.0,40.740854,0.0,-73.878529,72.4,64509.0,64509.0
22832,BROOKLYN,10,,Whole Property,Multifamily Housing,No,False,No,,100.0,26.0,15.0,100.0,40.660848,0.0,-73.992571,76.4,54193.0,54193.0
22833,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,95.0,90.0,100.0,40.846529,0.0,-73.880978,66.0,47530.0,47530.0
22834,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,90.0,46.0,95.0,100.0,40.835496,0.0,-73.887745,93.5,55640.0,55640.0
22835,BROOKLYN,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,93.0,21.0,100.0,40.683185,0.0,-73.993795,54.4,33198.0,33198.0
22836,BRONX,15,,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,11.0,94.0,100.0,40.83985,0.0,-73.874427,147.9,37707.0,36787.0
22837,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,70.0,80.0,101.0,100.0,40.851477,0.0,-73.940123,69.8,71185.0,61185.0
22838,MANHATTAN,20,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,100.0,91.0,111.0,100.0,40.782947,0.0,-73.951967,72.6,45124.0,45124.0
22839,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,58.0,100.0,40.745722,0.0,-74.003511,30.6,421378.0,421378.0
22840,BRONX,15,,Whole Property,Multifamily Housing,No,True,No,No,90.0,15.0,73.0,100.0,40.855984,0.0,-73.862894,115.8,35960.0,35960.0
22841,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,29.0,95.0,100.0,40.874221,0.0,-73.904967,107.8,86412.0,86412.0
22842,MANHATTAN,20,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,100.0,27.0,111.0,100.0,40.782947,0.0,-73.951967,108.7,30124.0,30124.0
22843,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,No,100.0,76.0,93.0,100.0,40.832087,0.0,-73.919753,78.9,107841.0,107841.0
22844,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,36.0,99.0,100.0,40.60517,0.0,-73.990471,83.6,48000.0,48000.0
22845,STATEN IS,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,34.0,71.0,100.0,40.640447,0.0,-74.073257,48.0,203403.0,203403.0
22846,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,77.0,92.0,100.0,40.882026,0.0,-73.904406,73.4,30000.0,30000.0
22847,MANHATTAN,15,,Whole Property,Multifamily Housing,No,True,No,,100.0,78.0,107.0,100.0,40.789089,0.0,-73.978372,61.3,138242.0,138242.0
22848,STATEN IS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,73.0,2.0,100.0,40.631307,0.0,-74.085839,73.3,185294.0,185294.0
22849,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,,109.0,100.0,40.868474,0.0,-73.890867,61.0,25800.0,25800.0
22850,MANHATTAN,10,,Whole Property,Multifamily Housing,No,False,No,,100.0,8.0,6.0,100.0,40.7085,0.0,-74.004916,94.4,101542.0,101542.0
22851,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,,121.0,100.0,40.744193,0.0,-73.999838,35.7,12990.0,12990.0
22852,QUEENS,,,Whole Property,Multifamily Housing,No,True,No,,100.0,83.0,98.0,100.0,40.776865,0.0,-73.90777,87.0,434413.0,428423.0
22853,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,71.0,100.0,40.825551,0.0,-73.93662,31.9,63378.0,63378.0
22854,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,3.0,83.0,90.0,40.75936,0.0,-73.962167,145.7,26100.0,22620.0
22855,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,,100.0,96.0,5.0,100.0,40.680272,0.0,-73.947524,47.2,96191.0,64136.0
22856,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,50.0,92.0,10.0,90.0,40.730222,0.0,-73.813321,67.6,65507.0,65507.0
22857,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,,100.0,100.0,2.0,100.0,40.653312,0.0,-73.959413,8.8,281008.0,281008.0
22858,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,100.0,13.0,15.0,100.0,40.881936,0.0,-73.898606,101.5,26632.0,26632.0
22859,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,71.0,100.0,40.756024,0.0,-73.87322,51.3,25536.0,25536.0
22860,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,31.0,5.0,100.0,40.660378,0.0,-73.990831,61.8,33990.0,33990.0
22861,BROOKLYN,5,,Whole Property,Multifamily Housing,,True,No,,100.0,,14.0,100.0,40.700984,0.0,-73.954663,19.5,27600.0,23333.0
22862,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,,100.0,100.0,3.0,100.0,40.70098,0.0,-73.805869,11.5,142533.0,142533.0
22863,QUEENS,,,Whole Property,Multifamily Housing,No,True,No,,100.0,30.0,95.0,100.0,40.749522,0.0,-73.883309,117.5,180804.0,180804.0
22864,BROOKLYN,5,,,Multifamily Housing,,True,,,100.0,,46.0,100.0,40.650012,,-73.882208,,107140.0,107140.0
22865,,10,,Whole Property,Multifamily Housing,No,False,No,,100.0,97.0,4.0,100.0,,0.0,,28.8,266270.0,266270.0
22866,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,No,90.0,100.0,41.0,100.0,40.609875,0.0,-73.975243,23.4,48248.0,37248.0
22867,BROOKLYN,5,,Whole Property,Multifamily Housing,,True,No,,100.0,84.0,91.0,100.0,40.681931,0.0,-73.957427,29.2,35593.0,35593.0
22868,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,43.0,72.0,100.0,40.696275,0.0,-73.996982,64.5,40178.0,40178.0
22869,BROOKLYN,5,,Whole Property,Multifamily Housing,,True,No,,100.0,69.0,4.0,100.0,40.679096,0.0,-73.939773,33.3,37825.0,37825.0
22870,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,,28.0,100.0,40.704207,,-73.962786,26.9,6125.0,6125.0
22871,MANHATTAN,5,,,Multifamily Housing,,True,,,90.0,,111.0,90.0,40.755472,,-73.969908,,4320.0,2640.0
22872,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,39.0,97.0,90.0,40.877386,0.0,-73.882051,97.8,92000.0,92000.0
22873,BROOKLYN,5,,,Multifamily Housing,,True,,,100.0,,46.0,100.0,40.646068,,-73.879786,,166775.0,166775.0
22874,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,96.0,93.0,100.0,40.868887,0.0,-73.922846,79.4,42108.0,42108.0
22875,BRONX,20,,Whole Property,Multifamily Housing,No,True,No,,100.0,81.0,47.0,100.0,40.808199,0.0,-73.922798,38.0,31008.0,31008.0
22876,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,62.0,101.0,100.0,40.7258,0.0,-73.98848,78.3,75782.0,75782.0
22877,MANHATTAN,10,,Whole Property,Multifamily Housing,No,False,No,,90.0,81.0,93.0,100.0,40.748846,0.0,-73.977728,94.9,49198.0,43198.0
22878,QUEENS,5,No specific resident population,,Multifamily Housing,,True,,No,90.0,,101.0,100.0,40.706863,,-73.898147,,50460.0,50460.0
22879,MANHATTAN,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,100.0,23.0,100.0,40.80227,0.0,-73.946199,26.9,82112.0,82112.0
22880,BROOKLYN,5,,Whole Property,Multifamily Housing,,False,No,,100.0,100.0,13.0,100.0,40.716554,0.0,-73.945818,9.0,29342.0,29342.0
22881,MANHATTAN,10,,Whole Property,Multifamily Housing,No,False,No,,100.0,42.0,111.0,100.0,40.824082,0.0,-73.952747,98.3,31674.0,31674.0
22882,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,82.0,46.0,100.0,40.785258,0.0,-73.914837,30.5,70505.0,70505.0
22883,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,2.0,46.0,100.0,40.783819,0.0,-73.914069,139.3,43598.0,43598.0
22884,,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,36.0,106.0,100.0,,0.0,,88.2,50900.0,50900.0
22885,,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,88.0,106.0,100.0,,0.0,,55.2,50900.0,50900.0
22886,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,,No,100.0,,59.0,100.0,40.883518,,-73.845247,,39000.0,39000.0
22887,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,31.0,13.0,100.0,40.677716,0.0,-73.960122,71.2,76755.0,76755.0
22888,BROOKLYN,5,,Whole Property,Multifamily Housing,,True,No,,100.0,,90.0,100.0,40.727666,0.0,-73.9428,18.2,36413.0,36413.0
22889,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,,No,100.0,,59.0,100.0,40.883676,,-73.842632,,39000.0,39000.0
22890,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,71.0,101.0,100.0,40.836062,0.0,-73.938312,69.4,40610.0,40610.0
22891,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,,No,100.0,,59.0,100.0,40.882868,,-73.843765,,39000.0,39000.0
22892,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,100.0,98.0,100.0,40.784182,0.0,-73.952898,44.6,44074.0,38034.0
22893,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,1.0,13.0,100.0,40.744786,0.0,-74.004923,99.4,56876.0,56876.0
22894,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,30.0,90.0,90.0,40.648809,0.0,-73.928103,84.4,45400.0,45400.0
22895,,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,95.0,4.0,100.0,,0.0,,40.0,165528.0,148035.0
22896,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,83.0,83.0,100.0,40.871587,0.0,-73.885051,68.6,40381.0,40381.0
22897,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,29.0,60.0,100.0,40.851353,0.0,-73.835612,87.1,179920.0,179920.0
22898,BROOKLYN,5,,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,83.0,5.0,90.0,40.662718,0.0,-73.944809,48.3,33622.0,29024.0
22899,MANHATTAN,20,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,69.0,101.0,100.0,40.843065,0.0,-73.941912,75.4,128662.0,128662.0
22900,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,73.0,95.0,90.0,40.824896,0.0,-73.923761,75.7,97300.0,97300.0
22901,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,69.0,94.0,90.0,40.824619,0.0,-73.923924,80.7,97300.0,97300.0
22902,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,100.0,92.0,3.0,100.0,40.752985,0.0,-73.940497,48.2,39664.0,28398.0
22903,QUEENS,5,,Whole Property,Multifamily Housing,No,True,No,No,90.0,77.0,6.0,90.0,40.752692,0.0,-73.940923,47.8,59237.0,59237.0
22904,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,79.0,34.0,90.0,40.777843,0.0,-73.955722,57.4,348026.0,305476.0
22905,MANHATTAN,15,,,Multifamily Housing,No,True,No,,100.0,,121.0,100.0,40.725979,0.0,-74.001335,,21157.0,21157.0
22906,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,,6.0,100.0,40.712164,0.0,-73.962789,61.8,36123.0,36123.0
22907,QUEENS,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,97.0,11.0,100.0,40.754887,0.0,-73.829668,36.3,52350.0,52350.0
22908,MANHATTAN,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,80.0,16.0,14.0,80.0,40.716951,0.0,-74.0025,71.6,94147.0,94147.0
22909,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,Yes,True,Yes,No,0.0,58.0,94.0,90.0,40.75226,0.0,-73.856195,93.6,37948.0,37948.0
22910,MANHATTAN,15,,Whole Property,Multifamily Housing,No,True,No,,100.0,,19.0,100.0,40.728967,0.0,-73.984922,72.8,88280.0,62628.0
22911,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,68.0,64.0,100.0,40.590101,0.0,-73.94964,86.9,44840.0,44840.0
22912,BRONX,10,,Whole Property,Multifamily Housing,No,False,No,,0.0,16.0,24.0,90.0,40.81699,0.0,-73.885825,114.2,67800.0,67800.0
22913,BROOKLYN,10,,Whole Property,Multifamily Housing,,True,No,,100.0,100.0,31.0,100.0,40.66324,0.0,-73.936338,17.2,26287.0,26287.0
22914,,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,86.0,3.0,100.0,,0.0,,53.9,186685.0,186685.0
22915,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,38.0,81.0,100.0,40.777507,0.0,-73.981073,97.3,43763.0,43763.0
22916,BROOKLYN,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,30.0,121.0,100.0,40.670298,0.0,-73.956194,102.3,50855.0,50855.0
22917,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,,100.0,100.0,2.0,100.0,40.643592,0.0,-73.951718,14.7,33973.0,30000.0
22918,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,Yes,100.0,100.0,11.0,100.0,40.666445,0.0,-73.900256,20.5,87081.0,87081.0
22919,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,90.0,39.0,86.0,90.0,40.82979,0.0,-73.921074,100.0,131600.0,131600.0
22920,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,11.0,48.0,100.0,40.851117,0.0,-73.882546,120.9,233745.0,207850.0
22921,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,0.0,19.0,34.0,0.0,40.777037,0.0,-73.951888,87.6,218170.0,218170.0
22922,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,50.0,3.0,71.0,100.0,40.744648,0.0,-73.902723,106.2,52000.0,52000.0
22923,BRONX,15,,Whole Property,Multifamily Housing,No,True,No,No,100.0,95.0,93.0,100.0,40.883002,0.0,-73.855772,34.5,36500.0,36000.0
22924,MANHATTAN,5,,,Multifamily Housing,,True,,,100.0,,101.0,100.0,40.766696,,-73.962813,,12791.0,12791.0
22925,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,0.0,99.0,94.0,80.0,40.886169,0.0,-73.905832,46.8,44000.0,44000.0
22926,BRONX,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,60.0,60.0,100.0,40.853296,0.0,-73.853714,87.6,78500.0,74500.0
22927,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,27.0,84.0,100.0,40.842603,0.0,-73.917987,107.6,43001.0,43001.0
22928,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,100.0,100.0,15.0,100.0,40.59811,0.0,-73.962878,33.7,41000.0,41000.0
22929,BROOKLYN,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,85.0,35.0,100.0,40.642074,0.0,-73.958083,58.5,50911.0,50911.0
22930,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,69.0,93.0,100.0,40.883538,0.0,-73.891851,80.5,65394.0,65394.0
22931,BRONX,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,1.0,97.0,100.0,40.816109,0.0,-73.897748,224.4,33576.0,33576.0
22932,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,8.0,116.0,100.0,40.798993,0.0,-73.960165,136.3,31818.0,31818.0
22933,BRONX,15,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,30.0,90.0,100.0,40.831763,0.0,-73.927576,83.3,60016.0,60016.0
22934,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,36.0,91.0,100.0,40.833606,0.0,-73.913886,98.5,59018.0,59018.0
22935,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,94.0,7.0,100.0,40.69746,0.0,-73.97071,46.4,116665.0,116665.0
22936,BRONX,5,,Whole Property,Multifamily Housing,No,False,No,,100.0,100.0,95.0,100.0,40.842622,0.0,-73.920792,24.1,44388.0,44388.0
22937,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,0.0,34.0,93.0,80.0,40.631045,0.0,-73.957412,93.8,65821.0,65821.0
22938,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,No,90.0,53.0,94.0,100.0,40.708445,0.0,-74.006886,64.8,200610.0,186512.0
22939,MANHATTAN,25,,Whole Property,Multifamily Housing,No,True,No,,100.0,1.0,116.0,100.0,40.829161,0.0,-73.948443,230.0,45930.0,45930.0
22940,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,,116.0,100.0,40.739521,0.0,-73.991043,73.0,61113.0,57113.0
22941,MANHATTAN,15,,Whole Property,Multifamily Housing,No,True,No,,100.0,62.0,61.0,100.0,40.713059,0.0,-74.000588,76.5,595788.0,473200.0
22942,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,80.0,89.0,10.0,80.0,40.715699,0.0,-73.99021,45.5,27576.0,27576.0
22943,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,49.0,11.0,100.0,40.722377,0.0,-74.01052,64.9,56205.0,56205.0
22944,BRONX,5,Dedicated Senior/Independent Living,Whole Property,Multifamily Housing,No,True,No,,100.0,36.0,24.0,100.0,40.859367,0.0,-73.869491,109.0,47282.0,47282.0
22945,MANHATTAN,5,,Whole Property,Multifamily Housing,No,True,No,,100.0,48.0,36.0,100.0,40.727559,0.0,-73.990861,103.7,126021.0,112093.0
22946,MANHATTAN,10,,Whole Property,Multifamily Housing,No,True,No,,90.0,71.0,94.0,100.0,40.862371,0.0,-73.926361,118.9,34040.0,34040.0
22947,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,100.0,30.0,98.0,100.0,40.827911,0.0,-73.904195,115.5,40000.0,37200.0
22948,BROOKLYN,5,,,Multifamily Housing,,True,,,90.0,,126.0,90.0,40.6884,,-73.999106,,16595.0,16595.0
22949,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,,83.0,100.0,40.646522,0.0,-73.960321,,22898.0,22898.0
22950,MANHATTAN,10,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,70.0,75.0,112.0,100.0,40.719081,0.0,-73.996605,79.9,25500.0,25500.0
22951,BRONX,10,,Whole Property,Multifamily Housing,No,True,No,,100.0,72.0,72.0,100.0,40.882053,0.0,-73.88337,80.6,44281.0,44281.0
22952,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,No,90.0,27.0,62.0,100.0,40.831529,0.0,-73.922568,102.3,48991.0,48991.0
22953,QUEENS,10,,Whole Property,Multifamily Housing,No,False,No,No,100.0,95.0,112.0,100.0,40.743408,0.0,-73.958434,41.2,227257.0,227257.0
22954,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,No,False,No,No,50.0,,17.0,80.0,40.640333,0.0,-74.002396,69.9,25900.0,25900.0
22955,BROOKLYN,5,No specific resident population,Whole Property,Multifamily Housing,,True,No,Yes,100.0,76.0,91.0,100.0,40.661503,0.0,-73.927098,62.0,28752.0,28752.0
22956,BRONX,10,No specific resident population,Whole Property,Multifamily Housing,No,True,No,,0.0,59.0,63.0,0.0,40.89871,0.0,-73.897111,74.7,32400.0,32400.0
22957,QUEENS,5,No specific resident population,Whole Property,Multifamily Housing,No,True,No,Yes,100.0,100.0,14.0,100.0,40.752162,,-73.935712,43.8,56156.0,56156.0
